Title,Authors,Source Title,Publication Date,Publication Year,DOI,Total Citations,Search
Polymer films with ultrahigh thermoelectric properties arising from significant seebeck coefficient enhancement by ion accumulation on surface,"Fan, Zeng; Du, Donghe; Guan, Xin; Ouyang, Jianyong",NANO ENERGY,SEP 2018,2018.0,10.1016/j.nanoen.2018.07.002,50,OTE
Highly anisotropic P3HT films with enhanced thermoelectric performance via organic small molecule epitaxy,"Qu, Sanyin; Yao, Qin; Wang, Liming; Chen, Zhenhua; Xu, Kunqi; Zeng, Huarong; Shi, Wei; Zhang, Tiansong; Uher, Ctirad; Chen, Lidong",NPG ASIA MATERIALS,JUL 2016,2016.0,10.1038/am.2016.97,50,OTE
"Conductive Elastomers for Stretchable Electronics, Sensors and Energy Harvesters","Noh, Jin-Seo",POLYMERS,APR 2016,2016.0,10.3390/polym8040123,50,OTE
Thermoelectric properties of PEDOT nanowire/PEDOT hybrids,"Zhang, Kun; Qiu, Jingjing; Wang, Shiren",NANOSCALE,2016,2016.0,10.1039/c5nr08421k,50,OTE
Atmospheric CH4 and N2O measurements near Greater Houston area landfills using a QCL-based QEPAS sensor system during DISCOVER-AQ 2013,"Jahjah, Mohammad; Jiang, Wenzhe; Sanchez, Nancy P.; Ren, Wei; Patimisco, Pietro; Spagnolo, Vincenzo; Herndon, Scott C.; Griffin, Robert J.; Tittel, Frank K.",OPTICS LETTERS,FEB 15 2014,2014.0,10.1364/OL.39.000957,50,OTE
Thermoelectric properties of porous multi-walled carbon nanotube/polyaniline core/shell nanocomposites,"Zhang, Kun; Davis, Marauo; Qiu, Jingjing; Hope-Weeks, Louisa; Wang, Shiren",NANOTECHNOLOGY,SEP 28 2012,2012.0,10.1088/0957-4484/23/38/385701,50,OTE
Integrated thermoelectric and organic Rankine cycles for micro-CHP systems,"Qiu, K.; Hayden, A. C. S.",APPLIED ENERGY,SEP 2012,2012.0,10.1016/j.apenergy.2011.12.072,50,OTE
Organic-Inorganic Nanohybrids as Novel Thermoelectric Materials: Hybrids of Polyaniline and Bismuth(III) Telluride Nanoparticles,"Toshima, Naoki; Imai, Masahiro; Ichikawa, Shoko",JOURNAL OF ELECTRONIC MATERIALS,MAY 2011,2011.0,10.1007/s11664-010-1403-1,50,OTE
Structure and optoelectronic properties of spray deposited Mg doped p-CuCrO2 semiconductor oxide thin films,"Rastogi, A. C.; Lim, S. H.; Desu, S. B.",JOURNAL OF APPLIED PHYSICS,JUL 15 2008,2008.0,10.1063/1.2957056,50,OTE
Smart Textiles for Electricity Generation,"Chen, Guorui; Li, Yongzhong; Bick, Michael; Chen, Jun",CHEMICAL REVIEWS,APR 22 2020,2020.0,10.1021/acs.chemrev.9b00821,49,OTE
"Multi-criteria optimization of an integrated energy system with thermoelectric generator, parabolic trough solar collector and electrolysis for hydrogen production","Habibollahzade, Ali; Gholamian, Ehsan; Ahmadi, Pouria; Behzadi, Amirmohammad",INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,AUG 2 2018,2018.0,10.1016/j.ijhydene.2018.05.143,49,OTE
Inkjet Printed Large-Area Flexible Few-Layer Graphene Thermoelectrics,"Juntunen, Taneli; Jussila, Henri; Ruoho, Mikko; Liu, Shouhu; Hu, Guohua; Albrow-Owen, Tom; Ng, Leonard W. T.; Howe, Richard C. T.; Hasan, Tawfique; Sun, Zhipei; Tittonen, Ilkka",ADVANCED FUNCTIONAL MATERIALS,MAY 30 2018,2018.0,10.1002/adfm.201800480,49,OTE
Significant Enhancement in the Thermoelectric Properties of PEDOT:PSS Films through a Treatment with Organic Solutions of Inorganic Salts,"Fan, Zeng; Du, Donghe; Yu, Zhimeng; Li, Pengcheng; Xia, Yijie; Ouyang, Jianyong",ACS APPLIED MATERIALS & INTERFACES,SEP 7 2016,2016.0,10.1021/acsami.6b07234,49,OTE
Photoinduced p- to n-type Switching in Thermoelectric Polymer-Carbon Nanotube Composites,"Doerling, Bernhard; Ryan, Jason D.; Craddock, John D.; Sorrentino, Andrea; El Basaty, Ahmed; Gomez, Andres; Garriga, Miquel; Pereiro, Eva; Anthony, John E.; Weisenberger, Matthew C.; Goni, Alejandro R.; Muller, Christian; Campoy-Quiles, Mariano",ADVANCED MATERIALS,APR 13 2016,2016.0,10.1002/adma.201505521,49,OTE
First-principles quantum transport modeling of thermoelectricity in single-molecule nanojunctions with graphene nanoribbon electrodes,"Nikolic, Branislav K.; Saha, Kamal K.; Markussen, Troels; Thygesen, Kristian S.",JOURNAL OF COMPUTATIONAL ELECTRONICS,MAR 2012,2012.0,10.1007/s10825-012-0386-y,49,OTE
Heterostructure infrared photovoltaic detectors,"Rogalski, A",INFRARED PHYSICS & TECHNOLOGY,AUG 2000,2000.0,10.1016/S1350-4495(00)00042-6,49,OTE
Waterborne polyurethane based thermoelectric composites and their application potential in wearable thermoelectric textiles,"Wu, Qian; Hu, Jinlian",COMPOSITES PART B-ENGINEERING,DEC 15 2016,2016.0,10.1016/j.compositesb.2016.09.068,48,OTE
Enhanced Molecular Packing of a Conjugated Polymer with High Organic Thermoelectric Power Factor,"Ma, Wei; Shi, Ke; Wu, Yang; Lu, Zuo-Yu; Liu, Han-Yu; Wang, Jie-Yu; Pei, Jian",ACS APPLIED MATERIALS & INTERFACES,SEP 21 2016,2016.0,10.1021/acsami.6b06899,48,OTE
Improving the thermoelectric power factor of CNT/PEDOT:PSS nanocomposite films by ethylene glycol treatment,"Lee, Woohwa; Kang, Young Hun; Lee, Jun Young; Jang, Kwang-Suk; Cho, Song Yun",RSC ADVANCES,2016,2016.0,10.1039/c6ra08599g,48,OTE
pTSA doped conducting graphene/polyaniline nanocomposite fibers: Thermoelectric behavior and electrode analysis,"Ansari, Mohd Omaish; Khan, Mohammad Mansoob; Ansari, Sajid Ali; Amal, Ikhlasul; Lee, Jintae; Cho, Moo Hwan",CHEMICAL ENGINEERING JOURNAL,APR 15 2014,2014.0,10.1016/j.cej.2013.12.033,48,OTE
Pyrolysis of polyvinyl butyral (PVB) binder in thermoelectric green tapes,"Salam, LA; Matthews, RD; Robertson, H",JOURNAL OF THE EUROPEAN CERAMIC SOCIETY,AUG 2000,2000.0,10.1016/S0955-2219(99)00236-8,48,OTE
Soft Electronically Functional Polymeric Composite Materials for a Flexible and Stretchable Digital Future,"Tee, Benjamin C. K.; Ouyang, Jianyong",ADVANCED MATERIALS,NOV 22 2018,2018.0,10.1002/adma.201802560,47,OTE
Foldable Thermoelectric Materials: Improvement of the Thermoelectric Performance of Directly Spun CNT Webs by Individual Control of Electrical and Thermal Conductivity,"An, Cheng Jin; Kang, Young Hun; Lee, A-Young; Jang, Kwang-Suk; Jeong, Youngjin; Cho, Song Yun",ACS APPLIED MATERIALS & INTERFACES,AUG 31 2016,2016.0,10.1021/acsami.6b04485,47,OTE
Comparative study of alternative ORC-based combined power systems to exploit high temperature waste heat,"Zhang, Chengyu; Shu, Gequn; Tian, Hua; Wei, Haiqiao; Liang, Xingyu",ENERGY CONVERSION AND MANAGEMENT,JAN 1 2015,2015.0,10.1016/j.enconman.2014.10.020,47,OTE
Thermal conductivity measurement under hydrostatic pressure using the 3 omega method,"Chen, F; Shulman, J; Xue, Y; Chu, CW; Nolas, GS",REVIEW OF SCIENTIFIC INSTRUMENTS,NOV 2004,2004.0,10.1063/1.1805771,47,OTE
Exceptional thermoelectric properties of flexible organic-inorganic hybrids with monodispersed and periodic nanophase,"Wang, Liming; Zhang, Zimeng; Liu, Yuchen; Wang, Biran; Fang, Lei; Qiu, Jingjing; Zhang, Kun; Wang, Shiren",NATURE COMMUNICATIONS,SEP 19 2018,2018.0,10.1038/s41467-018-06251-9,46,OTE
Polymer composites-based thermoelectric materials and devices,"Wang, Liming; Liu, Yuchen; Zhang, Zimeng; Wang, Biran; Qiu, Jingjing; Hui, David; Wang, Shiren",COMPOSITES PART B-ENGINEERING,AUG 1 2017,2017.0,10.1016/j.compositesb.2017.04.019,46,OTE
Dielectric Mismatch Mediates Carrier Mobility in Organic-Intercalated Layered TiS2,"Wan, Chunlei; Kodama, Yumi; Kondo, Mami; Sasai, Ryo; Qian, Xin; Gu, Xiaokun; Koga, Kenji; Yabuki, Kazuhisa; Yang, Ronggui; Koumoto, Kunihito",NANO LETTERS,OCT 2015,2015.0,10.1021/acs.nanolett.5b01013,46,OTE
Mechanical tuning of conductance and thermopower in helicene molecular junctions,"Vacek, Jaroslav; Chocholousova, Jana Vacek; Stara, Irena G.; Stary, Ivo; Dubi, Yonatan",NANOSCALE,2015,2015.0,10.1039/c5nr01297j,46,OTE
"New promising bulk thermoelectrics: intermetallics, pnictides and chalcogenides","Goncalves, Antonio P.; Godart, Claude",EUROPEAN PHYSICAL JOURNAL B,FEB 19 2014,2014.0,10.1140/epjb/e2014-40989-3,46,OTE
Efficiently suppressed thermal conductivity in ZnO thin films via periodic introduction of organic layers,"Tynell, Tommi; Giri, Ashutosh; Gaskins, John; Hopkins, Patrick E.; Mele, Paolo; Miyazaki, Koji; Karppinen, Maarit",JOURNAL OF MATERIALS CHEMISTRY A,2014,2014.0,10.1039/c4ta02381a,46,OTE
Metalorganic vapor phase epitaxy and characterizations of nearly-lattice-matched AlInN alloys on GaN/sapphire templates and free-standing GaN substrates,"Liu, Guangyu; Zhang, Jing; Li, Xiao-Hang; Huang, G. S.; Paskova, Tanya; Evans, Keith R.; Zhao, Hongping; Tansu, Nelson",JOURNAL OF CRYSTAL GROWTH,FEB 1 2012,2012.0,10.1016/j.jcrysgro.2011.12.037,46,OTE
Synthesis and thermoelectric properties of PbTe nanorods and microcubes,"Wan, Buyong; Hu, Chenguo; Feng, Bin; Xi, Yi; He, Xiaoshan",MATERIALS SCIENCE AND ENGINEERING B-ADVANCED FUNCTIONAL SOLID-STATE MATERIALS,JUN 25 2009,2009.0,10.1016/j.mseb.2009.05.004,46,OTE
Electronic transport and thermopower in aperiodic DNA sequences,"Roche, S; Macia, E",MODERN PHYSICS LETTERS B,JUL 30 2004,2004.0,10.1142/S021798490400744X,46,OTE
Increased power factors of organic-inorganic nanocomposite thermoelectric materials and the role of energy filtering,"Liang, Zhiming; Boland, Mathias J.; Butrouna, Kamal; Strachan, Douglas R.; Graham, Kenneth R.",JOURNAL OF MATERIALS CHEMISTRY A,AUG 14 2017,2017.0,10.1039/c7ta02307c,45,OTE
Higher PEDOT Molecular Weight Giving Rise to Higher Thermoelectric Property of PEDOT:PSS: A Comparative Study of Clevios P and Clevios PH1000,"Fan, Zeng; Du, Donghe; Yao, Hongyan; Ouyang, Jianyong",ACS APPLIED MATERIALS & INTERFACES,APR 5 2017,2017.0,10.1021/acsami.6b15158,45,OTE
Ultra-high Seebeck coefficient and low thermal conductivity of a centimeter-sized perovskite single crystal acquired by a modified fast growth method,"Ye, Tao; Wang, Xizu; Li, Xianqiang; Yan, Alex Qingyu; Ramakrishna, Seeram; Xu, Jianwei",JOURNAL OF MATERIALS CHEMISTRY C,FEB 7 2017,2017.0,10.1039/c6tc04594d,45,OTE
High-performance organic thermoelectric modules based on flexible films of a novel n-type single-walled carbon nanotube,"Wu, Guangbao; Gao, Caiyan; Chen, Guangming; Wang, Xin; Wang, Hanfu",JOURNAL OF MATERIALS CHEMISTRY A,2016,2016.0,10.1039/c6ta05120k,45,OTE
Universal carrier thermoelectric-transport model based on percolation theory in organic semiconductors,"Lu, Nianduan; Li, Ling; Liu, Ming",PHYSICAL REVIEW B,MAY 21 2015,2015.0,10.1103/PhysRevB.91.195205,45,OTE
"Enhanced Thermoelectric Properties of Poly(3,4-ethylenedioxythiophene):poly(styrenesulfonate) by Binary Secondary Dopants","Yi, Chao; Wilhite, Abigail; Zhang, Long; Hu, Rundong; Chuang, Steven S. C.; Zheng, Jie; Gong, Xiong",ACS APPLIED MATERIALS & INTERFACES,MAY 6 2015,2015.0,10.1021/acsami.5b01960,45,OTE
Correcting for contact geometry in Seebeck coefficient measurements of thin film devices,"van Reenen, Stephan; Kemerink, Martijn",ORGANIC ELECTRONICS,OCT 2014,2014.0,10.1016/j.orgel.2014.06.018,45,OTE
Solution-based synthesis of anisotropic metal chalcogenide nanocrystals and their applications,"Min, Yuho; Moon, Geon Dae; Kim, Chang-Eun; Lee, Ji-Hwan; Yang, Heesung; Soon, Aloysius; Jeong, Unyong",JOURNAL OF MATERIALS CHEMISTRY C,AUG 21 2014,2014.0,10.1039/c4tc00586d,45,OTE
Thermoelectric Properties of Molecular Nanowires,"Wang, Yuanyuan; Zhou, Jun; Yang, Ronggui",JOURNAL OF PHYSICAL CHEMISTRY C,DEC 15 2011,2011.0,10.1021/jp208490q,45,OTE
"Trace Metals (Cd, Cu, Hg, and Pb) Accumulation Recorded in the Intertidal Mudflat Sediments of Three Coastal Lagoons in the Gulf of California, Mexico","Ruiz-Fernandez, A. C.; Frignani, M.; Hillaire-Marcel, C.; Ghaleb, B.; Arvizu, M. D.; Raygoza-Viera, J. R.; Paez-Osuna, F.",ESTUARIES AND COASTS,MAY 2009,2009.0,10.1007/s12237-009-9150-3,45,OTE
Heterogeneous model for conduction in conducting polymers and carbon nanotubes,"Kaiser, AB; Flanagan, GU; Stewart, DM; Beaglehole, D",SYNTHETIC METALS,FEB 15 2001,2001.0,10.1016/S0379-6779(00)00540-3,45,OTE
A simple thermoelectric device based on inorganic/organic composite thin film for energy harvesting,"Li, Changcun; Jiang, Fengxing; Liu, Congcong; Wang, Wenfang; Li, Xuejing; Wang, Tongzhou; Xu, Jingkun",CHEMICAL ENGINEERING JOURNAL,JUL 15 2017,2017.0,10.1016/j.cej.2017.03.023,44,OTE
Ionic thermoelectric gating organic transistors,"Zhao, Dan; Fabiano, Simone; Berggren, Magnus; Crispin, Xavier",Nature Communications,JAN 31 2017,2017.0,10.1038/ncomms14214,44,OTE
Fabrication of conductive polymer/inorganic nanoparticles composite films: PEDOT:PSS with exfoliated tin selenide nanosheets for polymer-based thermoelectric devices,"Ju, Hyun; Kim, Jooheon",CHEMICAL ENGINEERING JOURNAL,AUG 1 2016,2016.0,10.1016/j.cej.2016.03.137,44,OTE
Photothermally Activated Pyro electric Polymer Films for Harvesting of Solar Heat with a Hybrid Energy Cell Structure,"Park, Teahoon; Na, Jongbeom; Kim, Byeonggwan; Kim, Younghoon; Shin, Haijin; Kim, Eunkyoung",ACS NANO,DEC 2015,2015.0,10.1021/acsnano.5b04042,44,OTE
"Polyaniline-CuO hybrid nanocomposites: synthesis, structural, morphological, optical and electrical transport studies","Jundale, D. M.; Navale, S. T.; Khuspe, G. D.; Dalavi, D. S.; Patil, P. S.; Patil, V. B.",JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,SEP 2013,2013.0,10.1007/s10854-013-1280-5,44,OTE
Fully Organic Nanocomposites with High Thermoelectric Power Factors by using a Dual-Stabilizer Preparation,"Moriarty, Gregory P.; Briggs, Kenneth; Stevens, Bart; Yu, Choongho; Grunlan, Jaime C.",ENERGY TECHNOLOGY,APR 2013,2013.0,10.1002/ente.201300018,44,OTE
Electrical and thermoelectrical properties of Bi2Se3 grown by metal organic chemical vapour deposition technique,"Al Bayaz, A; Giani, A; Foucaran, A; Pascal-Delannoy, E; Boyer, A",THIN SOLID FILMS,SEP 22 2003,2003.0,10.1016/S0040-6090(03)00675-8,44,OTE
Thermoelectric properties of Bi0.5Sb1.5Te3/polyaniline hybrids prepared by mechanical blending,"Zhao, XB; Hu, SH; Zhao, MJ; Zhu, TJ",MATERIALS LETTERS,JAN 2002,2002.0,10.1016/S0167-577X(01)00381-0,44,OTE
First-principles study of type-I and type-VIII Ba8Ga16Sn30 clathrates,"Kono, Yasushi; Ohya, Nobuyuki; Taguchi, Takashi; Suekuni, Koichiro; Takabatake, Toshiro; Yamamoto, Setsuo; Akai, Koji",JOURNAL OF APPLIED PHYSICS,JUN 15 2010,2010.0,10.1063/1.3437252,43,OTE
Thermoelectromotive Force of Some Redox Couples in an Amide-type Room-temperature Ionic Liquid,"Migita, Tsubasa; Tachikawa, Naoki; Katayama, Yasushi; Miura, Takashi",ELECTROCHEMISTRY,AUG 2009,2009.0,10.5796/electrochemistry.77.639,43,OTE
Modeling Energy Recovery Using Thermoelectric Conversion Integrated with an Organic Rankine Bottoming Cycle,"Miller, Erik W.; Hendricks, Terry J.; Peterson, Richard B.",JOURNAL OF ELECTRONIC MATERIALS,JUL 2009,2009.0,10.1007/s11664-009-0743-1,43,OTE
Organic thermogenerators for energy autarkic systems on flexible substrates,"Wuesten, Jens; Potje-Kamloth, Karin",JOURNAL OF PHYSICS D-APPLIED PHYSICS,JUL 7 2008,2008.0,10.1088/0022-3727/41/13/135113,43,OTE
Giant nernst effect and lock-in currents at magic angles in (TMTSF)(2)PF6,"Wu, W; Lee, IJ; Chaikin, PM",PHYSICAL REVIEW LETTERS,AUG 1 2003,2003.0,10.1103/PhysRevLett.91.056601,43,OTE
Thermoelectric behavior (PTC) of carbon black-containing TPX/UHMWPE and TPX/XL-UHMWPE blends,"Mironi-Harpaz, I; Narkis, M",JOURNAL OF POLYMER SCIENCE PART B-POLYMER PHYSICS,JUN 15 2001,2001.0,10.1002/polb.1113,43,OTE
Rich Chemistry in Inorganic Halide Perovskite Nanostructures,"Huang, Jianmei; Lai, Minliang; Lin, Jia; Yang, Peidong",ADVANCED MATERIALS,NOV 28 2018,2018.0,10.1002/adma.201802856,42,OTE
"Recent advances in conducting poly(3,4-ethylenedioxythiophene):polystyrene sulfonate hybrids for thermoelectric applications","Zheng, Yun; Zeng, Huining; Zhu, Qiang; Xu, Jianwei",JOURNAL OF MATERIALS CHEMISTRY C,SEP 7 2018,2018.0,10.1039/c8tc01900b,42,OTE
High-performance hybrid organic thermoelectric SWNTs/PEDOT:PSS thin-films for energy harvesting,"Jiang, Qinglin; Lan, Xiaoqi; Liu, Congcong; Shi, Hui; Zhu, Zhengyou; Zhao, Feng; Xu, Jingkun; Jiang, Fengxing",MATERIALS CHEMISTRY FRONTIERS,APR 1 2018,2018.0,10.1039/c7qm00515f,42,OTE
Bismuth Interfacial Doping of Organic Small Molecules for High Performance n-type Thermoelectric Materials,"Huang, Dazhen; Wang, Chao; Zou, Ye; Shen, Xingxing; Zang, Yaping; Shen, Hongguang; Gao, Xike; Yi, Yuanping; Xu, Wei; Di, Chong-an; Zhu, Daoben",ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,AUG 26 2016,2016.0,10.1002/anie.201604478,42,OTE
Template-based syntheses for shape controlled nanostructures,"Perez-Page, Maria; Yu, Erick; Li, Jun; Rahman, Masoud; Dryden, Daniel M.; Vidu, Ruxandra; Stroeve, Pieter",ADVANCES IN COLLOID AND INTERFACE SCIENCE,AUG 2016,2016.0,10.1016/j.cis.2016.04.001,42,OTE
Carrier Scattering at Alloy Nanointerfaces Enhances Power Factor in PEDOT:PSS Hybrid Thermoelectrics,"Zaia, Edmond W.; Sahu, Ayaskanta; Zhou, Preston; Gordon, Madeleine P.; Forster, Jason D.; Aloni, Shaul; Liu, Yi-Sheng; Guo, Jinghua; Urban, Jeffrey J.",NANO LETTERS,MAY 2016,2016.0,10.1021/acs.nanolett.6b01009,42,OTE
Controlling the Thermoelectric Properties of Thiophene-Derived Single-Molecule Junctions,"Chang, William B.; Mai, Cheng-Kang; Kotiuga, Michele; Neaton, Jeffrey B.; Bazan, Guillermo C.; Segalman, Rachel A.",CHEMISTRY OF MATERIALS,DEC 23 2014,2014.0,10.1021/cm504254n,42,OTE
Computational Evaluation of Optoelectronic Properties for Organic/Carbon Materials,"Shuai, Zhigang; Wang, Dong; Peng, Qian; Geng, Hua",ACCOUNTS OF CHEMICAL RESEARCH,NOV 2014,2014.0,10.1021/ar400306k,42,OTE
Bulk Interpenetration Network of Thermoelectric Polymer in Insulating Supporting Matrix,"Lu, Guanghao; Bu, Laju; Li, Sijun; Yang, Xiaoniu",ADVANCED MATERIALS,APR 2014,2014.0,10.1002/adma.201305320,42,OTE
"Thermoelectric Performance of Poly(3,4-Ethylenedioxy-thiophene)/Poly(Styrenesulfonate) Pellets and Films","Liu, Congcong; Jiang, Fengxing; Huang, Mingyu; Yue, Ruirui; Lu, Baoyang; Xu, Jingkun; Liu, Guodong",JOURNAL OF ELECTRONIC MATERIALS,MAY 2011,2011.0,10.1007/s11664-010-1494-8,42,OTE
Thermopower measurements on pentacene transistors,"von Muehlenen, Adrian; Errien, Nicolas; Schaer, Michel; Bussac, Marie-Noeelle; Zuppiroli, Libero",PHYSICAL REVIEW B,MAR 2007,2007.0,10.1103/PhysRevB.75.115338,42,OTE
Recent Progress in Thermoelectric Materials Based on Conjugated Polymers,"Yao, Chang-Jiang; Zhang, Hao-Li; Zhang, Qichun",POLYMERS,JAN 2019,2019.0,10.3390/polym11010107,41,OTE
N-Type Organic Thermoelectrics of Donor-Acceptor Copolymers: Improved Power Factor by Molecular Tailoring of the Density of States,"Liu, Jian; Ye, Gang; van der Zee, Bas; Dong, Jingjin; Qiu, Xinkai; Liu, Yuru; Portale, Giuseppe; Chiechi, Ryan C.; Koster, L. Jan Anton",ADVANCED MATERIALS,NOV 2 2018,2018.0,10.1002/adma.201804290,41,OTE
"Advances in carbon nanotube n-type doping: Methods, analysis and applications","Brownlie, Liam; Shapter, Joseph",CARBON,JAN 2018,2018.0,10.1016/j.carbon.2017.09.107,41,OTE
Three-gas detection system with IR optical sensor based on NDIR technology,"Tan, Qiulin; Tang, Licheng; Yang, Mingliang; Xue, Chenyang; Zhang, Wendong; Liu, Jun; Xiong, Jijun",OPTICS AND LASERS IN ENGINEERING,NOV 2015,2015.0,10.1016/j.optlaseng.2015.05.007,41,OTE
Understanding hopping transport and thermoelectric properties of conducting polymers,"Ihnatsenka, S.; Crispin, X.; Zozoulenko, I. V.",PHYSICAL REVIEW B,JUL 6 2015,2015.0,10.1103/PhysRevB.92.035201,41,OTE
GaN-Based Integrated Lateral Thermoelectric Device for Micro-Power Generation,"Sztein, Alexander; Ohta, Hiroaki; Sonoda, Junichi; Ramu, Ashok; Bowers, John E.; DenBaars, Steven P.; Nakamura, Shuji",APPLIED PHYSICS EXPRESS,NOV 2009,2009.0,10.1143/APEX.2.111003,41,OTE
"Synthesis and Properties of Nitrogen-Linked Poly(2,7-carbazole)s as Hole-Transport Material for Organic Light Emitting Diodes","Michinobu, Tsuyoshi; Kumazawa, Hiroe; Otsuki, Eiji; Usui, Hiroaki; Shigehara, Kiyotaka",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,AUG 1 2009,2009.0,10.1002/pola.23454,41,OTE
Evaluation of Thermoelectric Properties of Polythiophene Films Synthesized by Electrolytic Polymerization,"Hiraishi, Kentaro; Masuhara, Akito; Nakanishi, Hachiro; Oikawa, Hidetoshi; Shinohara, Yosikazu",JAPANESE JOURNAL OF APPLIED PHYSICS,JUL 2009,2009.0,10.1143/JJAP.48.071501,41,OTE
Apparatus for determination of vapor pressures at ambient temperatures employing a Knudsen effusion cell and quartz crystal microbalance,"Freedman, Andrew; Kebabian, Paul L.; Li, Ziman; Robinson, Wade A.; Wormhoudt, Joda C.",MEASUREMENT SCIENCE AND TECHNOLOGY,DEC 2008,2008.0,10.1088/0957-0233/19/12/125102,41,OTE
Detection of volatile organic compounds using surface enhanced Raman spectroscopy substrates mounted on a thermoelectric cooler,"Mosier-Boss, PA; Lieberman, SH",ANALYTICA CHIMICA ACTA,JUL 17 2003,2003.0,10.1016/S0003-2670(03)00676-7,41,OTE
Flexible Multifunctional Sensors for Wearable and Robotic Applications,"Xie, Mengying; Hisano, Kyohei; Zhu, Mingzhu; Toyoshi, Takuya; Pan, Min; Okada, Shima; Tsutsumi, Osamu; Kawamura, Sadao; Bowen, Chris",ADVANCED MATERIALS TECHNOLOGIES,MAR 2019,2019.0,10.1002/admt.201800626,40,OTE
"Organic Field-Effect Transistor for Energy-Related Applications: Low-Power-Consumption Devices, Near-Infrared Phototransistors, and Organic Thermoelectric Devices","Ren, Xiaochen; Yang, Fangxu; Gao, Xiong; Cheng, Shanshan; Zhang, Xiaotao; Dong, Huanli; Hu, Wenping",ADVANCED ENERGY MATERIALS,AUG 27 2018,2018.0,10.1002/aenm.201801003,40,OTE
