wl1,a,b,c,d,e,f,h,g,j
3863.684,-0.003849,0.5129,0.02103,0.9579,0.8062,3.44E-04,0.6665,0.004558,0.404
3864.166,-0.004931,0.5119,0.02117,0.9581,0.807,5.21E-04,0.6668,0.004624,0.4041
3864.648,-0.006112,0.5108,0.02151,0.9586,0.808,9.48E-04,0.6673,0.004868,0.4044
3865.13,-0.00737,0.5096,0.02197,0.9591,0.8091,0.001517,0.668,0.00521,0.4048
3865.612,-0.007609,0.5094,0.02247,0.9597,0.81,0.0023,0.6689,0.005719,0.4054
3866.094,-0.006722,0.5103,0.0228,0.9601,0.8104,0.003048,0.6697,0.006219,0.406
3866.576,-0.004356,0.5127,0.02257,0.96,0.81,0.003354,0.6702,0.006428,0.4063
3867.058,-0.001516,0.5156,0.02193,0.9595,0.8091,0.003228,0.6701,0.006333,0.4062
3867.54,9.50E-04,0.5181,0.02086,0.9585,0.8077,0.002504,0.6695,0.005798,0.4058
3868.023,0.001611,0.5188,0.01972,0.9574,0.8063,0.001356,0.6685,0.004933,0.405
3868.505,2.42E-04,0.5175,0.01895,0.9568,0.8055,2.41E-04,0.6675,0.004081,0.4042
3868.987,-0.002442,0.5149,0.01873,0.9566,0.8054,-5.61E-04,0.6668,0.003472,0.4037
3869.469,-0.005609,0.5117,0.01904,0.957,0.8059,-9.62E-04,0.6665,0.003191,0.4035
3869.951,-0.008572,0.5088,0.01983,0.9579,0.807,-9.39E-04,0.6666,0.003271,0.4036
3870.433,-0.01017,0.5073,0.02095,0.9591,0.8084,-4.62E-04,0.6672,0.00375,0.4042
3870.915,-0.01022,0.5073,0.02206,0.9603,0.8099,1.83E-04,0.6679,0.004394,0.4049
3871.397,-0.008186,0.5094,0.02263,0.961,0.8108,7.54E-04,0.6686,0.004953,0.4055
3871.88,-0.005665,0.5119,0.0226,0.961,0.8111,0.001076,0.669,0.005228,0.4059
3872.362,-0.003425,0.5142,0.02219,0.9607,0.8109,0.001217,0.6693,0.005275,0.406
3872.844,-0.002873,0.5148,0.02153,0.9601,0.8104,0.00131,0.6695,0.005087,0.4059
3873.326,-0.003403,0.5143,0.02108,0.9598,0.81,0.001529,0.6698,0.004933,0.4058
3873.808,-0.004793,0.513,0.02108,0.9599,0.81,0.001937,0.6703,0.004923,0.4058
3874.29,-0.00629,0.5116,0.02151,0.9604,0.8103,0.002462,0.6709,0.005081,0.4061
3874.772,-0.007542,0.5103,0.02229,0.9613,0.811,0.003039,0.6716,0.005389,0.4065
3875.254,-0.007831,0.5101,0.02335,0.9624,0.8119,0.003531,0.6722,0.00586,0.407
3875.736,-0.007194,0.5108,0.02437,0.9635,0.8129,0.00387,0.6726,0.006377,0.4076
3876.219,-0.005638,0.5124,0.02498,0.9642,0.8137,0.003974,0.6729,0.006833,0.4081
3876.701,-0.003645,0.5144,0.02511,0.9645,0.8141,0.003911,0.6729,0.007177,0.4085
3877.183,-0.001596,0.5165,0.02434,0.9638,0.8141,0.003587,0.6727,0.007212,0.4086
3877.665,4.37E-05,0.5182,0.02295,0.9625,0.8136,0.003089,0.6723,0.006956,0.4085
3878.147,7.32E-04,0.519,0.02115,0.9608,0.8128,0.002428,0.6717,0.00638,0.408
3878.629,5.05E-04,0.5188,0.01936,0.9591,0.812,0.001738,0.6711,0.00567,0.4073
3879.111,-7.12E-04,0.5176,0.01787,0.9577,0.8111,0.001113,0.6706,0.004929,0.4066
3879.593,-0.002927,0.5154,0.0173,0.9572,0.8106,7.73E-04,0.6704,0.004396,0.4062
3880.075,-0.005307,0.5131,0.01778,0.9578,0.8106,7.99E-04,0.6705,0.004237,0.4061
3880.558,-0.007561,0.5109,0.01877,0.9589,0.8109,0.00101,0.6708,0.004283,0.4062
3881.04,-0.008875,0.5096,0.02065,0.9608,0.8116,0.001534,0.6715,0.004746,0.4068
3881.522,-0.009356,0.5092,0.02288,0.9631,0.8125,0.002176,0.6722,0.005413,0.4075
3882.004,-0.007567,0.511,0.02457,0.9649,0.8132,0.002533,0.6727,0.006039,0.4082
3882.486,-0.005428,0.5132,0.02574,0.9662,0.8135,0.002646,0.6729,0.006476,0.4087
3882.968,-0.003215,0.5155,0.02591,0.9665,0.8133,0.002345,0.6727,0.006528,0.4088
3883.45,-0.001769,0.517,0.02544,0.9661,0.8127,0.001837,0.6723,0.006283,0.4087
3883.932,-0.001337,0.5175,0.02463,0.9653,0.812,0.001292,0.6718,0.005851,0.4083
3884.415,-0.002363,0.5165,0.0237,0.9645,0.8115,9.49E-04,0.6716,0.005342,0.4079
3884.897,-0.004164,0.5147,0.02299,0.9639,0.8113,8.98E-04,0.6717,0.004933,0.4075
3885.379,-0.006216,0.5127,0.02273,0.9637,0.8116,0.001256,0.6721,0.004793,0.4075
3885.861,-0.008346,0.5107,0.02264,0.9637,0.8122,0.001758,0.6727,0.004748,0.4075
3886.343,-0.009095,0.51,0.0232,0.9644,0.8132,0.002583,0.6737,0.005183,0.408
3886.825,-0.008802,0.5103,0.02387,0.9651,0.8143,0.003354,0.6745,0.005753,0.4086
3887.307,-0.007362,0.5118,0.02453,0.9659,0.8153,0.003939,0.6752,0.006364,0.4093
3887.789,-0.004993,0.5142,0.02495,0.9664,0.8159,0.004136,0.6755,0.006789,0.4098
3888.271,-0.002442,0.5168,0.02512,0.9667,0.8162,0.004031,0.6755,0.006959,0.4101
3888.754,-1.47E-04,0.5191,0.02502,0.9667,0.8163,0.003604,0.6752,0.006764,0.4099
3889.236,5.52E-04,0.5199,0.02473,0.9665,0.816,0.002952,0.6746,0.006076,0.4093
3889.718,5.10E-04,0.5199,0.02449,0.9663,0.8157,0.002352,0.6742,0.005311,0.4086
3890.2,-0.001144,0.5183,0.02446,0.9664,0.8153,0.002052,0.674,0.004618,0.408
3890.682,-0.003263,0.5162,0.02465,0.9667,0.8151,0.002059,0.6741,0.004197,0.4077
3891.164,-0.005394,0.5141,0.02501,0.9671,0.8149,0.002321,0.6744,0.004075,0.4076
3891.646,-0.007032,0.5126,0.02551,0.9677,0.815,0.0028,0.675,0.004324,0.4079
3892.128,-0.007975,0.5117,0.02605,0.9683,0.8152,0.003329,0.6757,0.004793,0.4085
3892.611,-0.007991,0.5117,0.02653,0.9689,0.8157,0.003777,0.6762,0.005398,0.4091
3893.093,-0.007453,0.5123,0.02694,0.9694,0.8162,0.004105,0.6766,0.00601,0.4098
3893.575,-0.0063,0.5135,0.02705,0.9696,0.8168,0.004152,0.6768,0.006458,0.4104
3894.057,-0.005267,0.5146,0.02694,0.9696,0.8173,0.004094,0.6768,0.006741,0.4107
3894.539,-0.004433,0.5154,0.02672,0.9695,0.8178,0.00404,0.6769,0.006961,0.411
3895.021,-0.003755,0.5162,0.02624,0.9691,0.8181,0.004004,0.677,0.007101,0.4112
3895.503,-0.003029,0.5169,0.02556,0.9685,0.8183,0.00397,0.677,0.007191,0.4114
3895.985,-0.002166,0.5179,0.02465,0.9677,0.8183,0.003839,0.677,0.007158,0.4114
3896.467,-0.001304,0.5188,0.02366,0.9668,0.8181,0.003567,0.6768,0.006971,0.4113
3896.95,-8.18E-04,0.5193,0.02275,0.966,0.818,0.003159,0.6765,0.006571,0.411
3897.432,-8.68E-04,0.5193,0.02204,0.9653,0.8178,0.002719,0.6762,0.006031,0.4105
3897.914,-0.001497,0.5187,0.02162,0.965,0.8176,0.002327,0.6759,0.005406,0.41
3898.396,-0.002906,0.5174,0.02186,0.9653,0.8174,0.002185,0.6759,0.004839,0.4095
3898.878,-0.004363,0.516,0.02233,0.9659,0.8171,0.002181,0.676,0.004382,0.4091
3899.36,-0.00555,0.5148,0.02303,0.9667,0.8167,0.002299,0.6762,0.004158,0.4089
3899.842,-0.006434,0.514,0.02368,0.9674,0.8163,0.002398,0.6764,0.004034,0.4089
3900.324,-0.006799,0.5137,0.02411,0.968,0.8158,0.002376,0.6765,0.004045,0.409
3900.807,-0.006738,0.5138,0.0242,0.9681,0.8155,0.002165,0.6764,0.004114,0.4091
3901.289,-0.006391,0.5142,0.02364,0.9677,0.8154,0.001645,0.676,0.004135,0.4092
3901.771,-0.006146,0.5145,0.02291,0.967,0.8155,0.001058,0.6755,0.004086,0.4092
3902.253,-0.006276,0.5144,0.0221,0.9663,0.8158,5.46E-04,0.6751,0.003905,0.4091
3902.735,-0.006614,0.5141,0.02137,0.9657,0.8161,1.08E-04,0.6747,0.003668,0.409
3903.217,-0.007329,0.5134,0.02106,0.9655,0.8165,1.77E-05,0.6748,0.003403,0.4088
3903.699,-0.008175,0.5126,0.02109,0.9656,0.8169,1.55E-04,0.675,0.003169,0.4086
3904.181,-0.008895,0.512,0.02175,0.9663,0.8174,6.89E-04,0.6756,0.003172,0.4087
3904.663,-0.009456,0.5114,0.02256,0.9672,0.818,0.001311,0.6764,0.003301,0.4089
3905.146,-0.009374,0.5116,0.02368,0.9685,0.8187,0.0021,0.6773,0.003809,0.4095
3905.628,-0.009163,0.5118,0.02479,0.9697,0.8194,0.002882,0.6782,0.00438,0.4101
3906.11,-0.008362,0.5127,0.02592,0.9709,0.8202,0.00363,0.679,0.005162,0.411
3906.592,-0.007246,0.5138,0.02701,0.9721,0.821,0.004285,0.6798,0.005992,0.4119
3907.074,-0.006007,0.5151,0.02785,0.973,0.8216,0.004617,0.6802,0.00666,0.4126
3907.556,-0.00496,0.5162,0.02855,0.9738,0.8222,0.004774,0.6805,0.007159,0.4132
3908.038,-0.004108,0.5171,0.02912,0.9744,0.8227,0.004781,0.6806,0.007518,0.4136
3908.52,-0.003602,0.5177,0.02943,0.9748,0.8231,0.004581,0.6805,0.007652,0.4138
3909.002,-0.003431,0.5179,0.02941,0.9749,0.8236,0.004308,0.6803,0.007588,0.4138
3909.485,-0.003284,0.5181,0.02932,0.9749,0.8239,0.004099,0.6802,0.007512,0.4138
3909.967,-0.003172,0.5183,0.02916,0.9749,0.8241,0.004014,0.6803,0.007413,0.4138
3910.449,-0.00307,0.5184,0.029,0.9748,0.8241,0.004107,0.6805,0.00733,0.4138
3910.931,-0.002992,0.5185,0.02891,0.9748,0.824,0.004361,0.6808,0.007286,0.4138
3911.413,-0.002977,0.5186,0.0289,0.9749,0.8239,0.00474,0.6813,0.007296,0.4139
3911.895,-0.00299,0.5186,0.02892,0.975,0.8239,0.005126,0.6818,0.007335,0.414
3912.377,-0.002982,0.5187,0.02883,0.975,0.8241,0.005424,0.6822,0.007375,0.4141
3912.859,-0.002903,0.5188,0.02862,0.9749,0.8244,0.005642,0.6826,0.007404,0.4142
3913.342,-0.002664,0.5191,0.02804,0.9744,0.8246,0.005605,0.6826,0.007309,0.4142
3913.824,-0.002329,0.5195,0.02721,0.9736,0.8248,0.005405,0.6825,0.007095,0.4141
3914.306,-0.002129,0.5197,0.02617,0.9727,0.8246,0.00498,0.6822,0.006673,0.4137
3914.788,-0.002151,0.5198,0.02517,0.9718,0.8242,0.004493,0.6819,0.006168,0.4133
3915.27,-0.002652,0.5193,0.02448,0.9712,0.8237,0.004009,0.6815,0.005638,0.4128
3915.752,-0.003598,0.5184,0.02443,0.9712,0.8234,0.003716,0.6813,0.005279,0.4125
3916.234,-0.004587,0.5175,0.0247,0.9716,0.8233,0.003575,0.6813,0.005072,0.4124
3916.716,-0.005456,0.5167,0.02528,0.9723,0.8234,0.003646,0.6815,0.00506,0.4125
3917.198,-0.005927,0.5162,0.02599,0.9731,0.8238,0.003955,0.6819,0.005226,0.4127
3917.681,-0.006114,0.5161,0.02661,0.9738,0.8241,0.004368,0.6824,0.005436,0.413
3918.163,-0.005992,0.5163,0.02702,0.9743,0.8244,0.004885,0.683,0.005653,0.4133
3918.645,-0.005781,0.5165,0.02719,0.9746,0.8247,0.005412,0.6837,0.005811,0.4135
3919.127,-0.005698,0.5167,0.02719,0.9747,0.8248,0.00588,0.6842,0.005893,0.4137
3919.609,-0.005909,0.5165,0.02716,0.9747,0.8251,0.006161,0.6846,0.005918,0.4138
3920.091,-0.006249,0.5162,0.02724,0.9749,0.8254,0.006272,0.6849,0.005952,0.4139
3920.573,-0.0065,0.516,0.0274,0.9751,0.8258,0.006199,0.6849,0.006014,0.414
3921.055,-0.00627,0.5163,0.02747,0.9753,0.8262,0.005806,0.6846,0.006057,0.4141
3921.538,-0.005798,0.5167,0.02744,0.9754,0.8265,0.005326,0.6843,0.006071,0.4142
3922.02,-0.005042,0.5175,0.02712,0.9751,0.8266,0.004685,0.6837,0.005994,0.4142
3922.502,-0.004274,0.5183,0.0265,0.9746,0.8264,0.003974,0.6831,0.005806,0.4141
3922.984,-0.004023,0.5185,0.02565,0.9739,0.8258,0.003408,0.6827,0.005536,0.4139
3923.466,-0.004297,0.5183,0.02489,0.9732,0.8252,0.003088,0.6825,0.00531,0.4137
3923.948,-0.004904,0.5177,0.02435,0.9727,0.8247,0.003005,0.6825,0.005177,0.4137
3924.43,-0.005688,0.5169,0.02409,0.9726,0.8244,0.003156,0.6828,0.005166,0.4138
3924.912,-0.006312,0.5163,0.02428,0.9729,0.8244,0.003589,0.6833,0.005357,0.414
3925.394,-0.006432,0.5162,0.02479,0.9735,0.8247,0.004129,0.684,0.005687,0.4144
3925.877,-0.006174,0.5164,0.0254,0.9742,0.8252,0.004655,0.6846,0.006057,0.4149
3926.359,-0.005396,0.5172,0.02606,0.9749,0.8257,0.00502,0.6851,0.006392,0.4153
3926.841,-0.004482,0.5181,0.02668,0.9756,0.8263,0.005277,0.6854,0.006678,0.4156
3927.323,-0.003629,0.519,0.02719,0.9762,0.8268,0.00524,0.6855,0.006772,0.4158
3927.805,-0.003083,0.5196,0.02766,0.9768,0.8272,0.005006,0.6854,0.006701,0.4158
3928.287,-0.002966,0.5197,0.02808,0.9773,0.8275,0.004596,0.6851,0.006443,0.4156
3928.769,-0.003051,0.5196,0.02845,0.9778,0.8279,0.004125,0.6847,0.006098,0.4153
3929.251,-0.003318,0.5194,0.02864,0.9781,0.8283,0.003625,0.6843,0.005651,0.415
3929.734,-0.0036,0.5191,0.02867,0.9782,0.8286,0.003148,0.684,0.005175,0.4146
3930.216,-0.003928,0.5188,0.02845,0.9781,0.8287,0.002802,0.6837,0.004703,0.4142
3930.698,-0.004295,0.5184,0.02806,0.9778,0.8287,0.002617,0.6837,0.004269,0.4138
3931.18,-0.004758,0.5179,0.02766,0.9775,0.8284,0.002832,0.684,0.004039,0.4137
3931.662,-0.005267,0.5174,0.02743,0.9773,0.8281,0.003298,0.6846,0.003981,0.4137
3932.144,-0.005732,0.517,0.02755,0.9775,0.8279,0.003992,0.6854,0.004168,0.4139
3932.626,-0.006039,0.5167,0.02801,0.9781,0.8277,0.004735,0.6862,0.004549,0.4144
3933.108,-0.006133,0.5166,0.02872,0.9789,0.8277,0.005399,0.687,0.005059,0.415
3933.59,-0.005908,0.5168,0.02955,0.9798,0.828,0.005816,0.6875,0.005648,0.4156
3934.073,-0.005489,0.5173,0.03034,0.9807,0.8283,0.006004,0.6878,0.006229,0.4163
3934.555,-0.004902,0.5179,0.03083,0.9813,0.8288,0.005814,0.6878,0.006647,0.4168
3935.037,-0.004355,0.5184,0.03116,0.9817,0.8293,0.005548,0.6876,0.006965,0.4172
3935.519,-0.003894,0.5189,0.03123,0.9819,0.8299,0.005211,0.6874,0.007102,0.4174
3936.001,-0.003573,0.5192,0.03102,0.9818,0.8303,0.004929,0.6872,0.007043,0.4174
3936.483,-0.003361,0.5194,0.03063,0.9815,0.8307,0.004774,0.6872,0.006867,0.4173
3936.965,-0.0032,0.5196,0.03014,0.9811,0.8309,0.004722,0.6872,0.006659,0.4172
3937.447,-0.003068,0.5197,0.02954,0.9806,0.831,0.004762,0.6874,0.00645,0.417
3937.929,-0.002939,0.5199,0.02885,0.98,0.8311,0.004877,0.6876,0.006281,0.4169
3938.412,-0.002761,0.5201,0.02813,0.9793,0.8311,0.00501,0.6879,0.006195,0.4169
3938.894,-0.002513,0.5203,0.02744,0.9787,0.8312,0.005102,0.6881,0.006164,0.417
3939.376,-0.002195,0.5206,0.02682,0.9782,0.8313,0.005079,0.6882,0.006155,0.417
3939.858,-0.001867,0.521,0.02628,0.9778,0.8314,0.004913,0.6881,0.006116,0.4171
3940.34,-0.001658,0.5212,0.02584,0.9774,0.8315,0.004577,0.6879,0.006001,0.417
3940.822,-0.001834,0.521,0.02559,0.9773,0.8314,0.004108,0.6875,0.005795,0.4169
3941.304,-0.002291,0.5206,0.02546,0.9772,0.8313,0.003638,0.6872,0.005565,0.4167
3941.786,-0.003096,0.5198,0.02552,0.9774,0.8311,0.003264,0.6869,0.005369,0.4166
3942.269,-0.004092,0.5188,0.02576,0.9777,0.8308,0.003065,0.6868,0.00527,0.4166
3942.751,-0.004956,0.5179,0.02619,0.9782,0.8306,0.003167,0.687,0.005369,0.4168
3943.233,-0.005434,0.5175,0.02666,0.9788,0.8306,0.003432,0.6874,0.005591,0.4171
3943.715,-0.005503,0.5174,0.02711,0.9793,0.8307,0.003751,0.6878,0.005866,0.4174
3944.197,-0.005015,0.5179,0.02746,0.9798,0.831,0.00398,0.6882,0.006096,0.4177
3944.679,-0.004305,0.5186,0.02775,0.9802,0.8313,0.004083,0.6884,0.006248,0.4179
3945.161,-0.003448,0.5195,0.02794,0.9805,0.8316,0.00392,0.6884,0.006212,0.418
3945.643,-0.002801,0.5201,0.02808,0.9807,0.8319,0.003567,0.6881,0.006024,0.4179
3946.125,-0.00248,0.5205,0.02821,0.9809,0.8322,0.003198,0.6879,0.0058,0.4177
3946.608,-0.002382,0.5206,0.02831,0.9811,0.8325,0.002897,0.6877,0.005604,0.4176
3947.09,-0.00256,0.5204,0.02825,0.9811,0.8327,0.002785,0.6877,0.005509,0.4176
3947.572,-0.002829,0.5201,0.02803,0.981,0.833,0.002802,0.6878,0.00549,0.4176
3948.054,-0.003196,0.5198,0.02755,0.9806,0.8332,0.003034,0.6881,0.005592,0.4178
3948.536,-0.003549,0.5194,0.027,0.9802,0.8335,0.003282,0.6885,0.005704,0.418
3949.018,-0.003871,0.5191,0.02659,0.9799,0.8339,0.003571,0.6889,0.005832,0.4182
3949.5,-0.004117,0.5189,0.02656,0.9799,0.8342,0.003862,0.6893,0.005949,0.4184
3949.982,-0.004283,0.5187,0.0269,0.9804,0.8344,0.004167,0.6897,0.006066,0.4186
3950.465,-0.004337,0.5187,0.02762,0.9812,0.8345,0.004509,0.6902,0.006197,0.4188
3950.947,-0.00429,0.5187,0.02861,0.9823,0.8345,0.00489,0.6907,0.006351,0.419
3951.429,-0.00411,0.5189,0.02967,0.9834,0.8343,0.005257,0.6912,0.00651,0.4192
3951.911,-0.003872,0.5192,0.03043,0.9843,0.8341,0.005487,0.6915,0.006612,0.4194
3952.393,-0.003651,0.5194,0.03083,0.9848,0.834,0.005557,0.6917,0.006637,0.4195
3952.875,-0.003467,0.5196,0.03076,0.9848,0.834,0.005426,0.6917,0.006537,0.4195
3953.357,-0.003298,0.5198,0.03041,0.9845,0.8343,0.005195,0.6916,0.006346,0.4194
3953.839,-0.003108,0.52,0.0299,0.9841,0.8347,0.004947,0.6914,0.006083,0.4192
3954.321,-0.002869,0.5202,0.02936,0.9837,0.8352,0.004793,0.6914,0.005793,0.419
3954.804,-0.002592,0.5205,0.02888,0.9833,0.8356,0.00476,0.6915,0.005519,0.4188
3955.286,-0.002324,0.5208,0.02854,0.983,0.836,0.004902,0.6917,0.005309,0.4186
3955.768,-0.002127,0.521,0.02834,0.9829,0.8362,0.005164,0.6921,0.005179,0.4186
3956.25,-0.002153,0.521,0.02835,0.983,0.8362,0.005472,0.6925,0.005203,0.4187
3956.732,-0.002297,0.5208,0.02843,0.9832,0.8362,0.005752,0.6929,0.005287,0.4188
3957.214,-0.002601,0.5205,0.02865,0.9835,0.8362,0.005919,0.6932,0.005467,0.4191
3957.696,-0.002911,0.5202,0.02897,0.9839,0.8363,0.005843,0.6932,0.005698,0.4194
3958.178,-0.003145,0.52,0.02929,0.9844,0.8364,0.005677,0.6932,0.005916,0.4197
3958.661,-0.003196,0.52,0.0295,0.9847,0.8366,0.005337,0.693,0.00609,0.4199
3959.143,-0.0031,0.5201,0.02945,0.9847,0.8368,0.004938,0.6927,0.00619,0.4201
3959.625,-0.002978,0.5202,0.02915,0.9845,0.8371,0.004587,0.6924,0.006234,0.4202
3960.107,-0.002889,0.5203,0.02864,0.9841,0.8373,0.004316,0.6923,0.006237,0.4203
3960.589,-0.002922,0.5203,0.02799,0.9835,0.8376,0.004302,0.6924,0.006177,0.4203
3961.071,-0.003044,0.5202,0.0275,0.9831,0.8378,0.004494,0.6927,0.006091,0.4203
3961.553,-0.003199,0.52,0.02726,0.983,0.8379,0.004828,0.6931,0.005995,0.4203
3962.035,-0.003322,0.5199,0.02744,0.9833,0.8381,0.005267,0.6937,0.005898,0.4203
3962.517,-0.003328,0.5199,0.02807,0.984,0.8381,0.005684,0.6942,0.005822,0.4203
3963,-0.003154,0.5201,0.02902,0.985,0.8381,0.005891,0.6945,0.005793,0.4203
3963.482,-0.00289,0.5204,0.02992,0.986,0.838,0.005885,0.6946,0.005803,0.4204
3963.964,-0.002596,0.5207,0.03065,0.9869,0.8378,0.005713,0.6946,0.00584,0.4205
3964.446,-0.002302,0.521,0.03119,0.9875,0.8376,0.00544,0.6944,0.005896,0.4206
3964.928,-0.00206,0.5212,0.03146,0.9879,0.8375,0.005087,0.6942,0.005964,0.4208
3965.41,-0.001891,0.5214,0.0316,0.9881,0.8376,0.004773,0.694,0.006018,0.4209
3965.892,-0.001818,0.5215,0.03174,0.9883,0.8378,0.004595,0.6939,0.006021,0.421
3966.374,-0.001838,0.5215,0.03199,0.9887,0.8381,0.004563,0.694,0.005954,0.421
3966.857,-0.001869,0.5214,0.0323,0.9891,0.8385,0.004562,0.6941,0.005871,0.421
3967.339,-0.001965,0.5213,0.03263,0.9895,0.8389,0.004616,0.6943,0.00575,0.4209
3967.821,-0.002139,0.5212,0.03278,0.9897,0.8391,0.004651,0.6944,0.005621,0.4209
3968.303,-0.002331,0.521,0.03264,0.9897,0.8392,0.004598,0.6945,0.005526,0.4209
3968.785,-0.002491,0.5208,0.03218,0.9893,0.8391,0.004446,0.6945,0.00548,0.4209
3969.267,-0.002601,0.5207,0.0315,0.9888,0.839,0.004235,0.6944,0.005467,0.421
3969.749,-0.00266,0.5207,0.03067,0.988,0.8389,0.004012,0.6943,0.005475,0.421
3970.231,-0.002684,0.5207,0.02981,0.9873,0.8388,0.003866,0.6942,0.005484,0.4211
3970.713,-0.00271,0.5207,0.02899,0.9865,0.8389,0.003786,0.6943,0.005487,0.4212
3971.196,-0.002747,0.5206,0.02835,0.986,0.8391,0.003883,0.6945,0.005471,0.4213
3971.678,-0.002768,0.5206,0.02818,0.9859,0.8395,0.00423,0.6949,0.005419,0.4213
3972.16,-0.002763,0.5206,0.02823,0.9861,0.8398,0.004655,0.6955,0.005349,0.4213
3972.642,-0.002681,0.5207,0.02859,0.9865,0.8402,0.005117,0.696,0.005258,0.4213
3973.124,-0.002513,0.5209,0.02911,0.9871,0.8404,0.005487,0.6965,0.005163,0.4213
3973.606,-0.002306,0.5211,0.02959,0.9877,0.8406,0.00564,0.6968,0.005099,0.4213
3974.088,-0.002113,0.5213,0.02998,0.9882,0.8407,0.005666,0.6969,0.005062,0.4213
3974.57,-0.002017,0.5214,0.03009,0.9884,0.8408,0.00546,0.6969,0.005116,0.4214
3975.052,-0.002005,0.5214,0.03002,0.9884,0.8409,0.005183,0.6967,0.005224,0.4216
3975.535,-0.002093,0.5214,0.02972,0.9882,0.8411,0.004878,0.6965,0.005396,0.4219
3976.017,-0.002217,0.5212,0.02933,0.9879,0.8414,0.004651,0.6964,0.00559,0.4221
3976.499,-0.002312,0.5211,0.02894,0.9876,0.8417,0.004525,0.6964,0.005762,0.4224
3976.981,-0.002282,0.5212,0.02879,0.9876,0.842,0.004544,0.6965,0.005834,0.4225
3977.463,-0.00216,0.5213,0.02888,0.9878,0.8422,0.004609,0.6967,0.005829,0.4226
3977.945,-0.001965,0.5215,0.02919,0.9882,0.8425,0.004687,0.6969,0.005757,0.4226
3978.427,-0.00171,0.5218,0.02987,0.9889,0.8426,0.004707,0.697,0.005608,0.4225
3978.909,-0.001475,0.522,0.03066,0.9898,0.8426,0.004643,0.6971,0.005453,0.4224
3979.392,-0.001293,0.5222,0.03142,0.9907,0.8426,0.004512,0.6971,0.005323,0.4224
3979.874,-0.001152,0.5224,0.03211,0.9915,0.8426,0.004338,0.697,0.005219,0.4224
3980.356,-0.001112,0.5224,0.03255,0.992,0.8426,0.004124,0.6969,0.005165,0.4224
3980.838,-0.001206,0.5223,0.03262,0.9922,0.8426,0.00392,0.6968,0.005163,0.4225
3981.32,-0.001446,0.5221,0.03233,0.992,0.8427,0.003785,0.6968,0.00519,0.4226
3981.802,-0.001757,0.5218,0.03192,0.9917,0.8429,0.003719,0.6968,0.00521,0.4227
3982.284,-0.002073,0.5215,0.03148,0.9913,0.8431,0.003787,0.697,0.005203,0.4227
3982.766,-0.002355,0.5212,0.03112,0.991,0.8433,0.003883,0.6972,0.005177,0.4228
3983.248,-0.002487,0.5211,0.03088,0.9909,0.8433,0.004084,0.6975,0.005147,0.4228
3983.731,-0.00254,0.521,0.03068,0.9908,0.8433,0.004317,0.6979,0.005121,0.4229
3984.213,-0.002391,0.5212,0.03059,0.9908,0.8432,0.004578,0.6983,0.00515,0.423
3984.695,-0.002125,0.5215,0.03055,0.9909,0.843,0.004783,0.6986,0.005246,0.4231
3985.177,-0.001843,0.5218,0.03053,0.9909,0.8429,0.004943,0.6989,0.005373,0.4233
3985.659,-0.001584,0.522,0.03052,0.991,0.8429,0.004962,0.699,0.005521,0.4236
3986.141,-0.001406,0.5222,0.03046,0.9911,0.843,0.004865,0.699,0.005639,0.4238
3986.623,-0.001316,0.5223,0.03032,0.991,0.8432,0.004675,0.6989,0.005704,0.4239
3987.105,-0.001303,0.5223,0.03006,0.9909,0.8433,0.004413,0.6988,0.005713,0.424
3987.588,-0.001453,0.5222,0.02964,0.9905,0.8433,0.004066,0.6986,0.005577,0.4239
3988.07,-0.001626,0.522,0.02921,0.9902,0.8431,0.003728,0.6983,0.005414,0.4238
3988.552,-0.001837,0.5218,0.02892,0.99,0.8429,0.003422,0.6982,0.005203,0.4237
3989.034,-0.002047,0.5216,0.0288,0.99,0.8427,0.003153,0.698,0.004983,0.4236
3989.516,-0.00223,0.5214,0.02898,0.9902,0.8425,0.002943,0.6979,0.004762,0.4234
3989.998,-0.002259,0.5214,0.02964,0.991,0.8426,0.002927,0.698,0.004623,0.4233
3990.48,-0.002215,0.5215,0.03036,0.9918,0.843,0.002978,0.6982,0.004534,0.4233
3990.962,-0.002095,0.5216,0.03102,0.9926,0.8436,0.00312,0.6984,0.004516,0.4234
3991.444,-0.001941,0.5218,0.03147,0.9931,0.8443,0.003329,0.6988,0.004556,0.4235
3991.927,-0.001805,0.5219,0.03162,0.9934,0.845,0.003593,0.6991,0.004642,0.4237
3992.409,-0.001722,0.522,0.03156,0.9934,0.8456,0.003885,0.6996,0.004739,0.4238
3992.891,-0.001724,0.522,0.03136,0.9933,0.8461,0.004195,0.7,0.004821,0.424
3993.373,-0.001803,0.5219,0.03117,0.9932,0.8465,0.004496,0.7004,0.004864,0.4241
3993.855,-0.001931,0.5218,0.03103,0.9932,0.8467,0.004771,0.7008,0.004867,0.4242
3994.337,-0.002083,0.5217,0.03091,0.9931,0.8468,0.004964,0.7011,0.004825,0.4242
3994.819,-0.002207,0.5216,0.03074,0.9931,0.8468,0.005027,0.7013,0.004752,0.4242
3995.301,-0.0023,0.5215,0.03051,0.9929,0.8468,0.005013,0.7014,0.004669,0.4242
3995.784,-0.002276,0.5215,0.03019,0.9927,0.8468,0.004842,0.7013,0.0046,0.4242
3996.266,-0.002184,0.5216,0.02987,0.9925,0.8468,0.004634,0.7012,0.004557,0.4243
